meal_id;type;dt;price
121;italian;2013-01-23;16
122;mexican;2013-01-23;13
123;french;2013-01-23;14
124;italian;2013-01-23;11
125;italian;2013-01-23;14
126;mexican;2013-01-24;6
127;mexican;2013-01-24;12
128;french;2013-01-24;8
129;italian;2013-01-24;13
130;chinese;2013-01-24;12
131;mexican;2013-01-24;13
132;mexican;2013-01-24;13
133;japanese;2013-01-24;11
134;french;2013-01-25;16
135;italian;2013-01-25;8
136;italian;2013-01-25;12
137;mexican;2013-01-25;8
138;mexican;2013-01-25;6
139;mexican;2013-01-25;9
140;mexican;2013-01-25;11
141;italian;2013-01-25;11
142;french;2013-01-26;14
143;vietnamese;2013-01-26;13
144;mexican;2013-01-27;9
145;french;2013-01-27;16
146;italian;2013-01-27;7
147;mexican;2013-01-27;9
148;italian;2013-01-27;8
149;italian;2013-01-27;7
150;italian;2013-01-27;12
151;french;2013-01-27;9
152;chinese;2013-01-27;13
153;chinese;2013-01-28;12
154;mexican;2013-01-28;9
155;italian;2013-01-28;9
156;mexican;2013-01-29;8
157;italian;2013-01-29;13
158;italian;2013-01-29;8
159;japanese;2013-01-29;8
160;mexican;2013-01-29;6
161;mexican;2013-01-30;10
162;italian;2013-01-30;12
163;italian;2013-01-30;11
164;italian;2013-01-31;15
165;italian;2013-01-31;12
166;mexican;2013-01-31;9
167;french;2013-01-31;8
168;italian;2013-01-31;9
169;italian;2013-01-31;7
170;italian;2013-01-31;11
171;italian;2013-01-31;12
172;chinese;2013-02-01;10
173;french;2013-02-01;16
174;french;2013-02-01;15
175;vietnamese;2013-02-01;7
176;chinese;2013-02-01;7
177;italian;2013-02-01;7
178;japanese;2013-02-01;13
179;mexican;2013-02-02;11
180;italian;2013-02-02;8
181;french;2013-02-02;16
182;italian;2013-02-02;12
183;vietnamese;2013-02-02;8
184;french;2013-02-02;11
185;mexican;2013-02-02;8
186;french;2013-02-02;10
187;french;2013-02-02;7
188;french;2013-02-03;7
189;vietnamese;2013-02-03;10
190;mexican;2013-02-03;12
191;vietnamese;2013-02-03;10
192;italian;2013-02-03;8
193;french;2013-02-03;14
194;vietnamese;2013-02-04;9
195;chinese;2013-02-04;10
196;chinese;2013-02-04;12
197;italian;2013-02-04;11
198;french;2013-02-04;8
199;french;2013-02-04;9
200;mexican;2013-02-04;9
201;mexican;2013-02-04;7
202;italian;2013-02-04;15
203;french;2013-02-05;10
204;french;2013-02-05;8
205;italian;2013-02-05;15
206;french;2013-02-05;16
207;french;2013-02-05;7
208;italian;2013-02-05;8
209;mexican;2013-02-05;11
210;japanese;2013-02-05;9
211;mexican;2013-02-05;8
212;chinese;2013-02-06;10
213;mexican;2013-02-07;10
214;chinese;2013-02-07;6
215;french;2013-02-07;14
216;french;2013-02-07;11
217;mexican;2013-02-07;9
218;italian;2013-02-08;16
219;italian;2013-02-08;10
220;italian;2013-02-08;13
221;mexican;2013-02-08;6
222;japanese;2013-02-08;10
223;french;2013-02-08;11
224;japanese;2013-02-08;8
225;mexican;2013-02-08;13
226;mexican;2013-02-08;6
227;italian;2013-02-08;9
228;italian;2013-02-09;14
229;french;2013-02-10;9
230;french;2013-02-10;15
231;french;2013-02-11;12
232;italian;2013-02-11;11
233;italian;2013-02-11;9
234;french;2013-02-11;16
235;chinese;2013-02-12;9
236;chinese;2013-02-12;11
237;mexican;2013-02-12;7
238;italian;2013-02-12;11
239;italian;2013-02-13;16
240;vietnamese;2013-02-13;8
241;italian;2013-02-14;11
242;italian;2013-02-15;14
243;italian;2013-02-15;13
244;italian;2013-02-15;16
245;french;2013-02-15;8
246;vietnamese;2013-02-16;8
247;italian;2013-02-16;7
248;italian;2013-02-16;14
249;italian;2013-02-16;16
250;mexican;2013-02-16;8
251;mexican;2013-02-16;11
252;italian;2013-02-16;10
253;mexican;2013-02-16;8
254;chinese;2013-02-17;6
255;vietnamese;2013-02-17;10
256;mexican;2013-02-17;6
257;french;2013-02-17;7
258;french;2013-02-17;7
259;japanese;2013-02-17;11
260;italian;2013-02-17;7
261;japanese;2013-02-17;10
262;italian;2013-02-17;7
263;italian;2013-02-18;14
264;french;2013-02-18;14
265;chinese;2013-02-18;13
266;vietnamese;2013-02-18;13
267;japanese;2013-02-18;8
268;mexican;2013-02-18;9
269;italian;2013-02-19;14
270;japanese;2013-02-19;13
271;chinese;2013-02-19;8
272;vietnamese;2013-02-19;13
273;italian;2013-02-19;16
274;chinese;2013-02-20;6
275;italian;2013-02-20;8
276;japanese;2013-02-20;6
277;mexican;2013-02-21;13
278;italian;2013-02-21;8
279;italian;2013-02-21;7
280;french;2013-02-21;14
281;french;2013-02-21;8
282;italian;2013-02-21;9
283;french;2013-02-22;7
284;italian;2013-02-22;10
285;italian;2013-02-22;16
286;japanese;2013-02-22;8
287;italian;2013-02-22;8
288;chinese;2013-02-23;13
289;japanese;2013-02-24;11
290;italian;2013-02-24;15
291;mexican;2013-02-24;7
292;mexican;2013-02-24;9
293;mexican;2013-02-24;9
294;mexican;2013-02-24;8
295;italian;2013-02-25;7
296;italian;2013-02-26;8
297;mexican;2013-02-26;6
298;french;2013-02-26;9
299;chinese;2013-02-26;8
300;italian;2013-02-26;7
301;japanese;2013-02-26;12
302;italian;2013-02-27;9
303;french;2013-02-28;13
304;italian;2013-02-28;14
305;chinese;2013-02-28;7
306;french;2013-02-28;7
307;italian;2013-02-28;13
308;italian;2013-02-28;16
309;japanese;2013-03-01;11
310;mexican;2013-03-01;9
311;french;2013-03-01;15
312;italian;2013-03-01;13
313;italian;2013-03-01;13
314;italian;2013-03-01;16
315;french;2013-03-01;16
316;italian;2013-03-02;15
317;french;2013-03-02;12
318;italian;2013-03-02;12
319;french;2013-03-02;12
320;italian;2013-03-03;12
321;vietnamese;2013-03-03;9
322;italian;2013-03-03;15
323;chinese;2013-03-03;10
324;japanese;2013-03-03;12
325;chinese;2013-03-03;13
326;mexican;2013-03-03;11
327;italian;2013-03-03;10
328;mexican;2013-03-04;13
329;italian;2013-03-04;11
330;mexican;2013-03-04;11
331;italian;2013-03-04;15
332;french;2013-03-05;11
333;italian;2013-03-05;13
334;italian;2013-03-05;7
335;mexican;2013-03-05;9
336;italian;2013-03-05;9
337;italian;2013-03-05;8
338;italian;2013-03-06;11
339;japanese;2013-03-06;7
340;french;2013-03-06;10
341;vietnamese;2013-03-06;7
342;mexican;2013-03-06;13
343;mexican;2013-03-06;9
344;chinese;2013-03-06;7
345;mexican;2013-03-07;11
346;french;2013-03-07;13
347;mexican;2013-03-07;7
348;japanese;2013-03-08;10
349;french;2013-03-08;10
350;french;2013-03-08;9
351;french;2013-03-08;11
352;italian;2013-03-08;8
353;chinese;2013-03-08;10
354;mexican;2013-03-08;11
355;japanese;2013-03-08;6
356;italian;2013-03-09;8
357;japanese;2013-03-09;6
358;japanese;2013-03-09;7
359;chinese;2013-03-09;12
360;italian;2013-03-09;16
361;mexican;2013-03-09;10
362;french;2013-03-10;10
363;french;2013-03-10;9
364;italian;2013-03-10;9
365;french;2013-03-10;13
366;french;2013-03-10;13
367;italian;2013-03-11;16
368;chinese;2013-03-11;8
369;italian;2013-03-11;15
370;italian;2013-03-12;10
371;french;2013-03-12;12
372;french;2013-03-12;14
373;italian;2013-03-13;16
374;italian;2013-03-13;12
375;mexican;2013-03-13;11
376;mexican;2013-03-13;6
377;french;2013-03-13;10
378;italian;2013-03-13;12
379;mexican;2013-03-13;12
380;italian;2013-03-14;7
381;french;2013-03-14;9
382;italian;2013-03-14;15
383;japanese;2013-03-14;11
384;mexican;2013-03-14;11
385;mexican;2013-03-14;7
386;french;2013-03-14;8
387;italian;2013-03-14;10
388;vietnamese;2013-03-14;11
389;mexican;2013-03-15;7
390;italian;2013-03-15;9
391;french;2013-03-15;13
392;french;2013-03-15;16
393;italian;2013-03-15;9
394;chinese;2013-03-16;11
395;mexican;2013-03-16;12
396;italian;2013-03-16;12
397;french;2013-03-16;13
398;french;2013-03-16;15
399;mexican;2013-03-16;9
400;mexican;2013-03-16;8
401;italian;2013-03-16;9
402;italian;2013-03-16;9
403;vietnamese;2013-03-16;13
404;japanese;2013-03-17;13
405;italian;2013-03-17;9
406;italian;2013-03-18;8
407;french;2013-03-18;13
408;italian;2013-03-18;7
409;vietnamese;2013-03-18;7
410;french;2013-03-18;15
411;italian;2013-03-18;10
412;vietnamese;2013-03-18;9
413;italian;2013-03-18;9
414;italian;2013-03-18;15
415;chinese;2013-03-19;10
416;vietnamese;2013-03-19;11
417;japanese;2013-03-19;9
418;chinese;2013-03-19;6
419;mexican;2013-03-19;7
420;french;2013-03-19;13
421;japanese;2013-03-19;10
422;japanese;2013-03-19;9
423;vietnamese;2013-03-20;10
424;italian;2013-03-20;14
425;french;2013-03-20;15
426;italian;2013-03-20;12
427;japanese;2013-03-20;13
428;italian;2013-03-20;9
429;vietnamese;2013-03-20;7
430;french;2013-03-20;14
431;italian;2013-03-20;15
432;italian;2013-03-20;11
433;french;2013-03-21;14
434;italian;2013-03-21;11
435;chinese;2013-03-21;8
436;italian;2013-03-21;14
437;italian;2013-03-21;8
438;japanese;2013-03-21;6
439;french;2013-03-21;14
440;italian;2013-03-21;13
441;french;2013-03-21;16
442;italian;2013-03-22;9
443;italian;2013-03-22;14
444;french;2013-03-22;13
445;vietnamese;2013-03-23;11
446;vietnamese;2013-03-23;6
447;vietnamese;2013-03-23;11
448;chinese;2013-03-24;9
449;italian;2013-03-24;13
450;italian;2013-03-24;10
451;french;2013-03-24;15
452;italian;2013-03-24;11
453;japanese;2013-03-24;11
454;vietnamese;2013-03-24;6
455;vietnamese;2013-03-24;7
456;vietnamese;2013-03-24;9
457;japanese;2013-03-25;10
458;french;2013-03-25;10
459;japanese;2013-03-26;11
460;french;2013-03-26;10
461;mexican;2013-03-26;11
462;italian;2013-03-26;7
463;italian;2013-03-26;12
464;french;2013-03-26;14
465;chinese;2013-03-26;8
466;chinese;2013-03-26;10
467;french;2013-03-27;12
468;italian;2013-03-27;10
469;japanese;2013-03-28;10
470;italian;2013-03-28;12
471;mexican;2013-03-29;10
472;french;2013-03-29;16
473;japanese;2013-03-29;8
474;chinese;2013-03-29;7
475;vietnamese;2013-03-29;6
476;french;2013-03-29;9
477;french;2013-03-29;13
478;italian;2013-03-29;11
479;chinese;2013-03-30;8
480;japanese;2013-03-30;7
481;vietnamese;2013-03-30;10
482;chinese;2013-03-31;11
483;mexican;2013-03-31;6
484;french;2013-03-31;11
485;italian;2013-03-31;11
486;french;2013-03-31;15
487;japanese;2013-03-31;13
488;italian;2013-03-31;9
489;french;2013-04-01;8
490;mexican;2013-04-01;8
491;italian;2013-04-01;11
492;italian;2013-04-01;13
493;french;2013-04-01;14
494;mexican;2013-04-01;12
495;french;2013-04-02;7
496;french;2013-04-02;12
497;french;2013-04-02;15
498;chinese;2013-04-02;8
499;italian;2013-04-02;8
500;mexican;2013-04-02;12
501;chinese;2013-04-03;6
502;vietnamese;2013-04-03;7
503;italian;2013-04-03;15
504;vietnamese;2013-04-03;7
505;japanese;2013-04-03;10
506;japanese;2013-04-03;11
507;chinese;2013-04-03;12
508;french;2013-04-03;12
509;mexican;2013-04-03;13
510;italian;2013-04-03;10
511;french;2013-04-04;13
512;mexican;2013-04-04;9
513;italian;2013-04-04;12
514;french;2013-04-04;7
515;mexican;2013-04-04;12
516;japanese;2013-04-05;9
517;italian;2013-04-06;7
518;mexican;2013-04-06;11
519;italian;2013-04-07;11
520;french;2013-04-07;14
521;italian;2013-04-07;11
522;italian;2013-04-07;11
523;italian;2013-04-07;13
524;vietnamese;2013-04-07;12
525;italian;2013-04-07;9
526;italian;2013-04-07;7
527;japanese;2013-04-07;12
528;italian;2013-04-07;9
529;italian;2013-04-08;12
530;french;2013-04-08;8
531;french;2013-04-08;13
532;italian;2013-04-08;13
533;italian;2013-04-08;16
534;italian;2013-04-09;13
535;french;2013-04-09;15
536;french;2013-04-10;8
537;italian;2013-04-10;15
538;italian;2013-04-10;12
539;italian;2013-04-11;13
540;french;2013-04-12;9
541;italian;2013-04-13;9
542;french;2013-04-13;16
543;french;2013-04-14;14
544;french;2013-04-14;14
545;italian;2013-04-14;13
546;italian;2013-04-14;7
547;french;2013-04-14;9
548;french;2013-04-15;12
549;italian;2013-04-15;8
550;french;2013-04-15;8
551;french;2013-04-15;13
552;italian;2013-04-15;14
553;italian;2013-04-16;9
554;vietnamese;2013-04-16;11
555;chinese;2013-04-16;13
556;french;2013-04-16;15
557;italian;2013-04-16;10
558;italian;2013-04-16;11
559;japanese;2013-04-16;10
560;french;2013-04-16;9
561;mexican;2013-04-17;9
562;chinese;2013-04-17;6
563;mexican;2013-04-17;12
564;french;2013-04-18;14
565;mexican;2013-04-18;12
566;mexican;2013-04-18;6
567;japanese;2013-04-18;9
568;french;2013-04-18;10
569;french;2013-04-18;13
570;italian;2013-04-19;13
571;french;2013-04-19;15
572;italian;2013-04-20;10
573;french;2013-04-20;9
574;mexican;2013-04-20;9
575;french;2013-04-20;8
576;french;2013-04-20;10
577;french;2013-04-21;10
578;japanese;2013-04-21;10
579;italian;2013-04-21;9
580;italian;2013-04-21;11
581;french;2013-04-22;10
582;mexican;2013-04-22;10
583;chinese;2013-04-22;12
584;vietnamese;2013-04-22;13
585;japanese;2013-04-23;9
586;french;2013-04-23;15
587;chinese;2013-04-23;11
588;italian;2013-04-23;15
589;mexican;2013-04-23;7
590;japanese;2013-04-23;7
591;italian;2013-04-23;7
592;chinese;2013-04-23;13
593;mexican;2013-04-23;10
594;mexican;2013-04-24;9
595;italian;2013-04-24;16
596;italian;2013-04-24;8
597;italian;2013-04-24;7
598;french;2013-04-24;10
599;italian;2013-04-25;10
600;french;2013-04-25;7
601;italian;2013-04-25;15
602;mexican;2013-04-25;10
603;mexican;2013-04-25;11
604;italian;2013-04-25;12
605;italian;2013-04-25;13
606;chinese;2013-04-25;13
607;italian;2013-04-25;12
608;mexican;2013-04-26;13
609;italian;2013-04-26;9
610;italian;2013-04-26;9
611;vietnamese;2013-04-26;6
612;italian;2013-04-26;13
613;italian;2013-04-26;11
614;chinese;2013-04-27;13
615;japanese;2013-04-27;7
616;mexican;2013-04-27;7
617;french;2013-04-27;16
618;french;2013-04-27;10
619;italian;2013-04-27;11
620;french;2013-04-27;11
621;french;2013-04-27;13
622;french;2013-04-28;12
623;mexican;2013-04-29;13
624;mexican;2013-04-29;12
625;italian;2013-04-29;13
626;italian;2013-04-29;14
627;french;2013-04-30;8
628;japanese;2013-04-30;12
629;french;2013-05-01;14
630;italian;2013-05-01;8
631;chinese;2013-05-01;9
632;italian;2013-05-01;14
633;italian;2013-05-02;9
634;italian;2013-05-02;9
635;french;2013-05-02;12
636;italian;2013-05-02;16
637;japanese;2013-05-02;10
638;french;2013-05-02;15
639;japanese;2013-05-02;7
640;italian;2013-05-03;14
641;french;2013-05-03;14
642;italian;2013-05-03;8
643;italian;2013-05-03;7
644;mexican;2013-05-03;11
645;french;2013-05-03;9
646;french;2013-05-04;9
647;italian;2013-05-04;12
648;italian;2013-05-04;9
649;mexican;2013-05-04;8
650;italian;2013-05-04;16
651;italian;2013-05-05;13
652;mexican;2013-05-05;12
653;italian;2013-05-05;14
654;italian;2013-05-05;16
655;italian;2013-05-05;9
656;japanese;2013-05-05;10
657;italian;2013-05-06;13
658;italian;2013-05-06;9
659;mexican;2013-05-06;11
660;italian;2013-05-06;16
661;italian;2013-05-06;8
662;mexican;2013-05-06;13
663;japanese;2013-05-06;10
664;japanese;2013-05-06;10
665;mexican;2013-05-06;10
666;italian;2013-05-07;13
667;chinese;2013-05-07;7
668;japanese;2013-05-07;7
669;italian;2013-05-07;16
670;japanese;2013-05-08;10
671;french;2013-05-08;14
672;french;2013-05-08;12
673;japanese;2013-05-08;12
674;japanese;2013-05-08;9
675;japanese;2013-05-08;6
676;french;2013-05-08;15
677;french;2013-05-09;9
678;italian;2013-05-09;12
679;italian;2013-05-09;7
680;italian;2013-05-09;15
681;french;2013-05-09;11
682;french;2013-05-09;8
683;chinese;2013-05-09;6
684;japanese;2013-05-09;12
685;mexican;2013-05-09;11
686;french;2013-05-09;16
687;french;2013-05-10;16
688;french;2013-05-10;13
689;italian;2013-05-10;14
690;italian;2013-05-10;9
691;italian;2013-05-10;15
692;italian;2013-05-10;12
693;italian;2013-05-10;8
694;italian;2013-05-11;9
695;french;2013-05-11;14
696;french;2013-05-11;12
697;italian;2013-05-11;8
698;french;2013-05-11;10
699;french;2013-05-11;13
700;italian;2013-05-11;9
701;mexican;2013-05-11;12
702;french;2013-05-11;15
703;mexican;2013-05-11;8
704;chinese;2013-05-12;11
705;japanese;2013-05-12;10
706;french;2013-05-13;15
707;italian;2013-05-13;10
708;mexican;2013-05-13;13
709;mexican;2013-05-14;9
710;french;2013-05-15;10
711;italian;2013-05-15;9
712;mexican;2013-05-15;6
713;french;2013-05-15;8
714;italian;2013-05-16;12
715;french;2013-05-16;14
716;italian;2013-05-16;15
717;chinese;2013-05-16;7
718;italian;2013-05-16;10
719;french;2013-05-16;12
720;japanese;2013-05-16;7
721;vietnamese;2013-05-16;12
722;italian;2013-05-16;7
723;french;2013-05-16;16
724;japanese;2013-05-17;6
725;italian;2013-05-17;15
726;french;2013-05-17;8
727;chinese;2013-05-18;10
728;vietnamese;2013-05-18;12
729;french;2013-05-18;12
730;french;2013-05-18;9
731;italian;2013-05-18;8
732;mexican;2013-05-18;12
733;italian;2013-05-18;13
734;italian;2013-05-18;12
735;italian;2013-05-18;10
736;french;2013-05-18;15
737;italian;2013-05-19;8
738;italian;2013-05-19;10
739;italian;2013-05-19;16
740;italian;2013-05-19;9
741;italian;2013-05-19;8
742;italian;2013-05-19;11
743;mexican;2013-05-19;13
744;vietnamese;2013-05-19;8
745;japanese;2013-05-20;6
746;italian;2013-05-20;9
747;vietnamese;2013-05-20;11
748;italian;2013-05-20;16
749;mexican;2013-05-21;9
750;italian;2013-05-21;14
751;french;2013-05-21;9
752;japanese;2013-05-21;9
753;mexican;2013-05-21;8
754;mexican;2013-05-21;10
755;chinese;2013-05-22;9
756;mexican;2013-05-23;10
757;french;2013-05-24;9
758;french;2013-05-24;14
759;french;2013-05-24;9
760;vietnamese;2013-05-24;9
761;mexican;2013-05-24;13
762;italian;2013-05-24;16
763;french;2013-05-25;14
764;french;2013-05-25;16
765;italian;2013-05-25;12
766;french;2013-05-25;10
767;french;2013-05-25;9
768;french;2013-05-26;8
769;italian;2013-05-26;9
770;chinese;2013-05-27;9
771;italian;2013-05-27;16
772;french;2013-05-27;16
773;french;2013-05-27;10
774;chinese;2013-05-27;7
775;japanese;2013-05-28;13
776;vietnamese;2013-05-28;7
777;italian;2013-05-28;11
778;mexican;2013-05-28;7
779;italian;2013-05-28;12
780;french;2013-05-29;7
781;italian;2013-05-29;16
782;mexican;2013-05-29;8
783;chinese;2013-05-30;8
784;japanese;2013-05-30;13
785;vietnamese;2013-05-30;6
786;vietnamese;2013-05-30;8
787;italian;2013-05-31;9
788;french;2013-05-31;11
789;italian;2013-06-01;7
790;italian;2013-06-01;7
791;italian;2013-06-01;10
792;italian;2013-06-01;10
793;japanese;2013-06-01;12
794;vietnamese;2013-06-01;13
795;mexican;2013-06-01;11
796;chinese;2013-06-01;12
797;italian;2013-06-01;10
798;italian;2013-06-01;13
799;french;2013-06-02;9
800;italian;2013-06-02;10
801;italian;2013-06-02;7
802;italian;2013-06-02;7
803;french;2013-06-02;13
804;french;2013-06-03;10
805;italian;2013-06-03;12
806;italian;2013-06-03;16
807;french;2013-06-04;11
808;japanese;2013-06-04;9
809;japanese;2013-06-04;10
810;french;2013-06-04;13
811;chinese;2013-06-05;9
812;italian;2013-06-05;12
813;chinese;2013-06-05;12
814;french;2013-06-05;8
815;italian;2013-06-05;16
816;french;2013-06-06;11
817;french;2013-06-06;9
818;italian;2013-06-06;9
819;italian;2013-06-06;8
820;italian;2013-06-06;9
821;chinese;2013-06-06;11
822;italian;2013-06-06;14
823;italian;2013-06-06;15
824;italian;2013-06-07;13
825;italian;2013-06-07;8
826;french;2013-06-07;14
827;italian;2013-06-07;7
828;mexican;2013-06-07;9
829;french;2013-06-08;10
830;french;2013-06-08;15
831;italian;2013-06-08;13
832;mexican;2013-06-08;8
833;italian;2013-06-08;7
834;japanese;2013-06-08;7
835;italian;2013-06-08;11
836;vietnamese;2013-06-08;10
837;italian;2013-06-09;13
838;mexican;2013-06-09;6
839;japanese;2013-06-09;9
840;mexican;2013-06-10;6
841;italian;2013-06-10;15
842;french;2013-06-10;8
843;japanese;2013-06-10;13
844;mexican;2013-06-10;10
845;chinese;2013-06-10;7
846;french;2013-06-10;7
847;japanese;2013-06-10;9
848;italian;2013-06-11;7
849;french;2013-06-11;16
850;french;2013-06-11;12
851;italian;2013-06-11;7
852;chinese;2013-06-11;12
853;italian;2013-06-11;10
854;japanese;2013-06-11;11
855;italian;2013-06-12;8
856;italian;2013-06-12;15
857;italian;2013-06-12;9
858;italian;2013-06-12;7
859;french;2013-06-12;11
860;italian;2013-06-12;12
861;japanese;2013-06-12;11
862;italian;2013-06-12;12
863;mexican;2013-06-12;11
864;french;2013-06-13;11
865;chinese;2013-06-13;8
866;italian;2013-06-13;8
867;italian;2013-06-13;11
868;mexican;2013-06-13;6
869;italian;2013-06-13;15
870;italian;2013-06-13;8
871;french;2013-06-13;13
872;vietnamese;2013-06-14;9
873;italian;2013-06-14;14
874;french;2013-06-15;14
875;italian;2013-06-15;7
876;vietnamese;2013-06-15;6
877;italian;2013-06-15;9
878;italian;2013-06-15;13
879;mexican;2013-06-15;7
880;mexican;2013-06-15;9
881;french;2013-06-15;11
882;italian;2013-06-15;13
883;japanese;2013-06-15;7
884;french;2013-06-16;12
885;french;2013-06-16;10
886;french;2013-06-16;16
887;italian;2013-06-16;9
888;italian;2013-06-16;13
889;japanese;2013-06-16;11
890;french;2013-06-16;13
891;japanese;2013-06-16;10
892;french;2013-06-16;11
893;italian;2013-06-17;16
894;french;2013-06-17;14
895;mexican;2013-06-17;13
896;italian;2013-06-18;7
897;mexican;2013-06-18;12
898;mexican;2013-06-18;11
899;italian;2013-06-18;7
900;french;2013-06-19;8
901;french;2013-06-19;16
902;italian;2013-06-19;13
903;japanese;2013-06-19;7
904;french;2013-06-19;9
905;mexican;2013-06-19;7
906;vietnamese;2013-06-19;8
907;chinese;2013-06-19;13
908;french;2013-06-19;16
909;mexican;2013-06-20;10
910;italian;2013-06-20;11
911;french;2013-06-20;16
912;chinese;2013-06-20;13
913;japanese;2013-06-20;13
914;italian;2013-06-20;15
915;french;2013-06-21;15
916;chinese;2013-06-21;12
917;italian;2013-06-21;8
918;japanese;2013-06-21;8
919;mexican;2013-06-21;10
920;japanese;2013-06-21;9
921;french;2013-06-21;15
922;mexican;2013-06-21;11
923;french;2013-06-21;8
924;italian;2013-06-22;8
925;italian;2013-06-22;15
926;french;2013-06-22;10
927;japanese;2013-06-22;8
928;italian;2013-06-22;15
929;mexican;2013-06-22;9
930;japanese;2013-06-22;6
931;french;2013-06-22;9
932;chinese;2013-06-22;8
933;vietnamese;2013-06-23;11
934;french;2013-06-23;9
935;french;2013-06-24;9
936;french;2013-06-24;8
937;mexican;2013-06-24;7
938;french;2013-06-24;11
939;mexican;2013-06-24;12
940;french;2013-06-24;15
941;french;2013-06-24;13
942;french;2013-06-24;14
943;french;2013-06-25;11
944;italian;2013-06-25;7
945;italian;2013-06-25;10
946;japanese;2013-06-25;9
947;japanese;2013-06-25;10
948;japanese;2013-06-26;8
949;mexican;2013-06-26;12
950;mexican;2013-06-26;8
951;french;2013-06-26;7
952;japanese;2013-06-26;13
953;italian;2013-06-26;9
954;italian;2013-06-26;10
955;french;2013-06-26;10
956;italian;2013-06-27;9
957;italian;2013-06-27;10
958;chinese;2013-06-27;9
959;mexican;2013-06-27;10
960;chinese;2013-06-27;7
961;mexican;2013-06-28;9
962;italian;2013-06-28;12
963;french;2013-06-28;16
964;french;2013-06-28;11
965;mexican;2013-06-28;11
966;mexican;2013-06-28;7
967;japanese;2013-06-29;6
968;italian;2013-06-30;13
969;japanese;2013-06-30;6
970;italian;2013-06-30;12
971;mexican;2013-07-01;12
972;vietnamese;2013-07-01;8
973;mexican;2013-07-01;13
974;french;2013-07-01;11
975;mexican;2013-07-01;10
976;italian;2013-07-02;9
977;italian;2013-07-02;12
978;mexican;2013-07-02;10
979;japanese;2013-07-02;7
980;japanese;2013-07-02;9
